year,site,county,plot,cultivar,transplant_source,wetness_hours,mean_temp_c,max_temp_c,rain_mm,inoculum_log,soil_ph,dist_to_road_m,final_severity,audpc
2024,S06,Collier,S06-2024-P5,Sebring,regional,260.5,23.62,31.21,294.7,2.52,6.35,621.0,9.75,113.8
2024,S06,Collier,S06-2024-P6,FL-8000,certified,261.5,24.82,31.21,360.5,3.54,5.93,548.0,83.18,1007.1
2024,S07,Miami-Dade,S07-2024-P1,FL-8000,regional,313.0,24.91,31.12,321.3,3.0,6.72,578.0,70.79,809.7
2024,S07,Miami-Dade,S07-2024-P2,FL-8000,certified,311.9,23.6,29.9,443.8,3.49,6.3,614.0,62.38,790.7
2024,S07,Miami-Dade,S07-2024-P3,Tygress,on-farm,283.5,24.44,30.99,266.8,2.18,6.47,278.0,18.35,234.0
2024,S07,Miami-Dade,S07-2024-P4,Sanibel,certified,261.3,23.43,30.41,424.1,3.6,6.69,422.0,33.99,480.8
2024,S07,Miami-Dade,S07-2024-P5,FL-8000,certified,291.7,24.39,31.43,426.1,4.21,6.6,571.0,89.8,951.2
2024,S07,Miami-Dade,S07-2024-P6,Sanibel,on-farm,325.4,24.84,32.0,370.2,2.21,6.64,701.0,27.78,294.5
2024,S08,Miami-Dade,S08-2024-P1,HM-1823,regional,311.0,24.29,31.32,369.5,2.13,6.92,790.0,78.96,800.3
2024,S08,Miami-Dade,S08-2024-P2,Sebring,certified,283.8,24.53,30.18,265.4,2.67,6.32,579.0,55.52,697.4
2024,S08,Miami-Dade,S08-2024-P3,FL-8000,certified,246.7,24.36,30.1,314.4,2.43,6.48,755.0,49.93,628.2
2024,S08,Miami-Dade,S08-2024-P4,HM-1823,certified,274.1,24.28,31.19,297.8,2.95,6.91,739.0,81.18,1008.4
2024,S08,Miami-Dade,S08-2024-P5,FL-8000,certified,293.0,24.81,32.16,385.9,3.65,6.45,680.0,79.53,972.3
2024,S08,Miami-Dade,S08-2024-P6,Sebring,certified,257.9,24.01,30.53,187.8,3.03,6.25,322.0,59.58,742.6
2025,S01,Manatee,S01-2025-P1,FL-8000,regional,210.6,24.84,31.21,104.8,1.39,6.32,89.0,5.73,68.2
2025,S01,Manatee,S01-2025-P2,Sebring,certified,221.6,25.42,31.63,298.0,2.08,6.37,841.0,22.6,243.5
2025,S01,Manatee,S01-2025-P3,Sebring,certified,217.0,25.08,32.26,333.4,4.23,6.08,828.0,39.78,408.5
2025,S01,Manatee,S01-2025-P4,Tygress,certified,217.9,25.36,32.27,163.9,3.18,6.38,578.0,44.77,595.7
2025,S01,Manatee,S01-2025-P5,Sanibel,regional,214.9,25.5,32.1,209.5,3.28,6.12,20.0,10.08,129.8
2025,S01,Manatee,S01-2025-P6,Sanibel,certified,205.1,25.91,32.41,271.9,,6.68,106.0,9.15,90.0
2025,S02,Manatee,S02-2025-P1,FL-8000,regional,213.9,25.92,32.55,146.4,3.97,6.35,881.0,23.52,223.8
2025,S02,Manatee,S02-2025-P2,HM-1823,on-farm,218.6,24.08,30.21,333.0,2.25,5.44,560.0,81.47,916.6
2025,S02,Manatee,S02-2025-P3,Sanibel,on-farm,214.1,24.12,30.38,190.2,4.28,6.66,542.0,17.14,205.1
2025,S02,Manatee,S02-2025-P4,Tygress,certified,223.4,26.0,33.58,148.1,3.6,6.51,818.0,15.42,191.2
2025,S02,Manatee,S02-2025-P5,HM-1823,regional,262.4,25.13,31.64,496.9,3.64,6.37,703.0,40.94,419.2
2025,S02,Manatee,S02-2025-P6,Sanibel,certified,214.7,24.88,30.78,194.2,3.03,6.52,871.0,12.25,138.0
2025,S03,Hillsborough,S03-2025-P1,Tygress,on-farm,187.5,24.38,30.9,106.6,3.85,6.49,358.0,19.49,210.0
2025,S03,Hillsborough,S03-2025-P2,FL-8000,regional,235.8,26.01,32.34,236.5,3.2,6.62,421.0,50.02,454.0
2025,S03,Hillsborough,S03-2025-P3,FL-8000,on-farm,221.7,24.94,31.11,222.3,2.9,6.55,197.0,45.0,503.4
2025,S03,Hillsborough,S03-2025-P4,Tygress,regional,231.8,24.59,30.8,195.8,2.21,6.11,884.0,2.6,28.4
2025,S03,Hillsborough,S03-2025-P5,HM-1823,regional,188.7,25.44,31.84,77.6,3.08,6.73,875.0,32.78,387.8
2025,S03,Hillsborough,S03-2025-P6,Sebring,on-farm,258.3,24.27,31.04,272.9,4.48,6.11,428.0,71.92,781.0
2025,S04,Hillsborough,S04-2025-P1,Tygress,regional,239.4,24.72,31.46,209.8,1.97,6.42,288.0,14.89,163.9
2025,S04,Hillsborough,S04-2025-P2,Sanibel,on-farm,209.5,25.26,31.59,213.2,3.36,6.3,98.0,50.94,541.4
2025,S04,Hillsborough,S04-2025-P3,Sebring,on-farm,209.2,23.93,30.01,250.7,3.24,6.28,208.0,34.88,363.0
2025,S04,Hillsborough,S04-2025-P4,FL-8000,certified,226.1,23.98,30.71,281.4,3.7,6.04,751.0,18.93,214.6
2025,S04,Hillsborough,S04-2025-P5,Tygress,certified,217.9,24.01,30.26,191.4,3.19,6.98,839.0,14.1,154.8
2025,S04,Hillsborough,S04-2025-P6,FL-8000,on-farm,211.0,24.11,30.46,181.6,3.79,5.77,661.0,28.03,303.3
2025,S05,Collier,S05-2025-P1,Sanibel,certified,191.5,26.41,33.14,225.6,3.83,6.25,100.0,13.31,159.5
2025,S05,Collier,S05-2025-P2,FL-8000,certified,195.3,26.38,33.16,199.8,2.09,6.27,294.0,49.34,601.0
2025,S05,Collier,S05-2025-P3,FL-8000,certified,152.0,25.8,32.63,169.5,3.28,6.81,726.0,54.39,759.7
2025,S05,Collier,S05-2025-P4,FL-8000,certified,182.8,25.91,32.36,243.6,1.62,6.56,604.0,35.18,384.7
2025,S05,Collier,S05-2025-P5,FL-8000,certified,175.4,24.74,32.04,159.8,2.76,6.2,485.0,44.69,504.0
2025,S05,Collier,S05-2025-P6,Sebring,certified,151.9,27.2,33.56,71.7,4.24,6.5,874.0,24.7,226.5
2025,S06,Collier,S06-2025-P1,FL-8000,certified,201.5,25.27,31.13,132.2,3.7,6.49,403.0,56.12,578.8
2025,S06,Collier,S06-2025-P2,Tygress,regional,217.4,24.19,30.89,209.3,,5.98,165.0,14.32,198.7
2025,S06,Collier,S06-2025-P3,HM-1823,certified,184.7,24.89,32.23,251.3,2.74,6.64,225.0,41.81,466.7
2025,S06,Collier,S06-2025-P4,Sanibel,regional,199.3,24.9,32.18,182.4,,7.32,899.0,35.27,422.6
2025,S06,Collier,S06-2025-P5,Sanibel,certified,189.7,25.09,31.53,315.3,4.23,6.02,369.0,35.6,383.6
2025,S06,Collier,S06-2025-P6,FL-8000,certified,237.4,24.52,31.02,252.4,1.89,5.84,638.0,18.16,216.3
2025,S07,Miami-Dade,S07-2025-P1,Tygress,certified,203.0,25.03,31.02,170.9,3.36,6.96,564.0,12.14,152.5
2025,S07,Miami-Dade,S07-2025-P2,Sanibel,certified,218.6,25.37,31.77,119.8,2.82,7.01,157.0,9.3,115.5
2025,S07,Miami-Dade,S07-2025-P3,Tygress,certified,210.0,25.03,31.66,317.4,3.28,6.42,160.0,17.8,166.8
2025,S07,Miami-Dade,S07-2025-P4,Sanibel,on-farm,184.5,24.79,32.47,197.2,2.75,6.7,418.0,13.02,157.1
2025,S07,Miami-Dade,S07-2025-P5,FL-8000,regional,208.9,24.62,30.76,331.0,3.86,6.22,26.0,68.32,682.7
2025,S07,Miami-Dade,S07-2025-P6,Sebring,regional,232.7,24.56,31.45,260.2,4.14,5.87,307.0,64.96,819.8
2025,S08,Miami-Dade,S08-2025-P1,HM-1823,on-farm,181.8,24.36,31.32,303.8,3.38,6.15,480.0,76.13,911.7
2025,S08,Miami-Dade,S08-2025-P2,Sebring,certified,183.1,24.5,31.07,420.5,3.52,6.15,175.0,35.37,389.6
2025,S08,Miami-Dade,S08-2025-P3,FL-8000,certified,183.0,23.99,31.01,98.2,2.94,6.8,584.0,24.87,298.0
2025,S08,Miami-Dade,S08-2025-P4,Sebring,on-farm,159.3,23.96,31.86,196.5,4.29,6.0,67.0,13.79,146.8
2025,S08,Miami-Dade,S08-2025-P5,FL-8000,on-farm,197.0,23.94,30.43,204.2,,6.42,81.0,57.18,692.4
2025,S08,Miami-Dade,S08-2025-P6,Sanibel,on-farm,220.6,24.36,31.42,305.4,3.4,6.03,515.0,51.23,573.3
